id,placename,municipality,province,population
364009,Kleinzee,Nama Khoi,Northern Cape,728
984037,Klipbank,Elias Motsoaledi,Limpopo,1618
661028,Klipgat,Madibeng,North West,38671
263004,Klipplaat,Ikwezi,Eastern Cape,2215
569027,Kliprivier,Indaka,KwaZulu-Natal,1514
599102,Kloof,eThekwini,KwaZulu-Natal,29704
180002,Knysna NU,Knysna,Western Cape,4222
294068,Kobololo,King Sabata Dalindyebo,Eastern Cape,474
271397,Kobonqaba B,Mnquma,Eastern Cape,219
872011,Koedoespoort,Dr JS Moroka,Mpumalanga,3407
973009,Koekoek,Molemole,Limpopo,420
664082,Koffiekraal,Moses Kotane,North West,4282
580151,Kohlokolo,Nongoma,KwaZulu-Natal,745
672043,Kokomeng,Greater Taung,North West,1893
571059,Kokwane,Okhahlamba,KwaZulu-Natal,1320
276155,Koloni,Nkonkobe,Eastern Cape,209
364014,Komaggas,Nama Khoi,Northern Cape,3116
869009,Komati,Steve Tshwete,Mpumalanga,1821
272001,Komga,Great Kei,Eastern Cape,8090
270226,Komkhulu B,Mbhashe,Eastern Cape,131
270573,Komkhulu E,Mbhashe,Eastern Cape,316
270391,Komkhulu H,Mbhashe,Eastern Cape,248
276063,Komkulu B,Nkonkobe,Eastern Cape,61
199054,Kommetjie,City of Cape Town,Western Cape,16911
674007,Konke,Kagisano/Molopo,North West,96
660027,Kontante,Moretele,North West,269
281042,Koonoona,Lukanji,Eastern Cape,672
297166,Kopane C,Mbizana,Eastern Cape,250
461003,Kopanong NU,Kopanong,Free State,7715
662003,Kopman,Rustenburg,North West,616
164001,Koringberg,Swartland,Western Cape,1214
597012,Koshange,Ubuhlebezwe,KwaZulu-Natal,553
974051,Kotishing,Polokwane,Limpopo,978
364001,Kotzehoop,Nama Khoi,Northern Cape,467
597010,Kozondi,Ubuhlebezwe,KwaZulu-Natal,451
664007,Kraalhoek,Moses Kotane,North West,1553
269004,Krakeel River,Kou-Kamma,Eastern Cape,1931
179010,Kranshoek,Bitou,Western Cape,5597
869001,Kranspoort,Steve Tshwete,Mpumalanga,389
529043,Kromellenboog,Abaqulusi,KwaZulu-Natal,1309
660064,Kromkuil,Moretele,North West,3164
268010,Kromrivier,Kouga,Eastern Cape,41
475005,Kroonstad,Moqhaka,Free State,24723
593037,Krusfontein,Ndwedwe,KwaZulu-Natal,279
283118,Ku-Fani,Emalahleni,Eastern Cape,169
270326,KuAmanzimnyama,Mbhashe,Eastern Cape,599
283062,KuBatembu,Emalahleni,Eastern Cape,336
271170,KuBhongithole,Mnquma,Eastern Cape,127
294436,KuBuka,King Sabata Dalindyebo,Eastern Cape,631
270138,KuChachazele,Mbhashe,Eastern Cape,389
294474,KuCqangushe,King Sabata Dalindyebo,Eastern Cape,434
294030,KuDikiDiki,King Sabata Dalindyebo,Eastern Cape,504
271403,KuDunjana,Mnquma,Eastern Cape,183
270329,KuFolokhwe,Mbhashe,Eastern Cape,631
298054,KuGaqeleni,Ntabankulu,Eastern Cape,129
282041,KuGongqo,Intsika Yethu,Eastern Cape,715
290324,KuGwexindaba,Ngquza Hill,Eastern Cape,469
270113,KuGxara,Mbhashe,Eastern Cape,214
284099,KuGxwalibomvu A,Engcobo,Eastern Cape,764
290118,KuHala,Ngquza Hill,Eastern Cape,440
284056,KuHlaba A,Engcobo,Eastern Cape,290
284034,KuHlopekazi,Engcobo,Eastern Cape,269
271236,KuHolela,Mnquma,Eastern Cape,441
283031,KuJaho,Emalahleni,Eastern Cape,268
284251,KuKanyi,Engcobo,Eastern Cape,318
270624,KuLofumbata,Mbhashe,Eastern Cape,210
270355,KuLogqogqa A,Mbhashe,Eastern Cape,63
270653,KuLojingqi,Mbhashe,Eastern Cape,126
270636,KuLomali,Mbhashe,Eastern Cape,265
270390,KuLozulu,Mbhashe,Eastern Cape,240
270057,KuLudondolo,Mbhashe,Eastern Cape,268
270371,KuMadakane A,Mbhashe,Eastern Cape,325
286153,KuMagwaca,Elundini,Eastern Cape,367
298021,KuMakhola,Ntabankulu,Eastern Cape,213
292241,KuMandeni,Nyandeni,Eastern Cape,2439
282135,KuMangobomvu,Intsika Yethu,Eastern Cape,742
294404,KuMankazana,King Sabata Dalindyebo,Eastern Cape,369
285047,KuManzana,Sakhisizwe,Eastern Cape,392
284013,KuManzimdaka B,Engcobo,Eastern Cape,391
283142,KuMaqashu,Emalahleni,Eastern Cape,717
285036,KuMatyeabomvu,Sakhisizwe,Eastern Cape,386
294032,KuMayibe,King Sabata Dalindyebo,Eastern Cape,717
270595,KuMbanga B,Mbhashe,Eastern Cape,208
270107,KuMbembesi,Mbhashe,Eastern Cape,141
286191,KuMbonxa,Elundini,Eastern Cape,249
270001,KuMcuba,Mbhashe,Eastern Cape,60
294348,KuMhlabubomvu,King Sabata Dalindyebo,Eastern Cape,555
294228,KuMlambo,King Sabata Dalindyebo,Eastern Cape,108
296216,KuMnxekazi,Umzimvubu,Eastern Cape,574
597025,KuMpondo,Ubuhlebezwe,KwaZulu-Natal,928
282112,KuMtyamde,Intsika Yethu,Eastern Cape,467
293039,KuNdabasigogo,Mhlontlo,Eastern Cape,74
298144,KuNdile,Ntabankulu,Eastern Cape,927
286224,KuNdoda,Elundini,Eastern Cape,355
270533,KuNene,Mbhashe,Eastern Cape,675
284360,KuNgcelelo,Engcobo,Eastern Cape,346
270447,KuNgqungqumbe,Mbhashe,Eastern Cape,496
284424,KuNgwevane,Engcobo,Eastern Cape,452
290290,KuNikwe,Ngquza Hill,Eastern Cape,1621
284417,KuNkani,Engcobo,Eastern Cape,205
282047,KuNobopa,Intsika Yethu,Eastern Cape,186
285056,KuNomadambe,Sakhisizwe,Eastern Cape,152
282079,KuNongqodi,Intsika Yethu,Eastern Cape,161
298066,KuNoxhungutshe,Ntabankulu,Eastern Cape,863
284230,KuNqezantsi,Engcobo,Eastern Cape,175
284206,KuNtaka A,Engcobo,Eastern Cape,210
294261,KuNtlangaza,King Sabata Dalindyebo,Eastern Cape,342
294401,KuNtsilekane,King Sabata Dalindyebo,Eastern Cape,486
294113,KuNyokinala,King Sabata Dalindyebo,Eastern Cape,526
282154,KuNyongwane B,Intsika Yethu,Eastern Cape,669
282094,KuPungutya,Intsika Yethu,Eastern Cape,574
286184,KuQulungashe,Elundini,Eastern Cape,272
294406,KuRwela,King Sabata Dalindyebo,Eastern Cape,603
294230,KuSigiba,King Sabata Dalindyebo,Eastern Cape,600
270504,KuSiphunzi,Mbhashe,Eastern Cape,326
270421,KuSunduza,Mbhashe,Eastern Cape,315
294438,KuTongwane,King Sabata Dalindyebo,Eastern Cape,729
290256,KuTshandatshe,Ngquza Hill,Eastern Cape,1632
270225,KuTshwathi,Mbhashe,Eastern Cape,218
282128,KuWohlo A,Intsika Yethu,Eastern Cape,550
270466,KuXanase,Mbhashe,Eastern Cape,271
284050,KuZilitole,Engcobo,Eastern Cape,147
270124,Kubiyashe,Mbhashe,Eastern Cape,206
271402,Kudubevu,Mnquma,Eastern Cape,527
291170,Kugade,Port St Johns,Eastern Cape,258
199020,Kuils River,City of Cape Town,Western Cape,46686
297319,Kukhanya,Mbizana,Eastern Cape,379
292181,Kulambeni,Nyandeni,Eastern Cape,539
270388,Kulobombo,Mbhashe,Eastern Cape,296
270084,Kuloganya,Mbhashe,Eastern Cape,142
270068,Kulohetsha,Mbhashe,Eastern Cape,307
270082,Kulombola,Mbhashe,Eastern Cape,417
270347,Kulorhini,Mbhashe,Eastern Cape,235
294287,KumPensheya,King Sabata Dalindyebo,Eastern Cape,497
588002,Kumhlosheni,Ntambanana,KwaZulu-Natal,142
799065,Kungwini Part 2,City of Tshwane,Gauteng,8738
296224,Kupapane,Umzimvubu,Eastern Cape,178
968097,Kurhuleni,Makhado,Limpopo,2166
974108,Kuschke,Polokwane,Limpopo,474
467005,Kutloanong,Matjhabeng,Free State,54350
580154,Kuvukeni,Nongoma,KwaZulu-Natal,2148
283043,Kuzani A,Emalahleni,Eastern Cape,672
542086,Kwa Gugu,Nkandla,KwaZulu-Natal,1058
282330,Kwa Ntshintshi,Intsika Yethu,Eastern Cape,178
565031,Kwa Thunzi,Impendle,KwaZulu-Natal,227
282215,Kwa-Fourty,Intsika Yethu,Eastern Cape,362
283057,Kwa-Hala A,Emalahleni,Eastern Cape,646
183007,Kwa-Mandlenkosi,Beaufort West,Western Cape,5249
589044,Kwa-Mpofu,uMlalazi,KwaZulu-Natal,707
283135,Kwa-Percy,Emalahleni,Eastern Cape,863
282292,Kwa-Shweme,Intsika Yethu,Eastern Cape,233
283080,Kwa-Xusha,Emalahleni,Eastern Cape,554
270278,KwaBanqo,Mbhashe,Eastern Cape,242
260024,KwaBelekile,Buffalo City,Eastern Cape,367
290232,KwaBhala A,Ngquza Hill,Eastern Cape,2375
597062,KwaBhidla,Ubuhlebezwe,KwaZulu-Natal,3251
504028,KwaBhubesi,UMuziwabantu,KwaZulu-Natal,1709
284286,KwaBlaai,Engcobo,Eastern Cape,775
272024,KwaBola,Great Kei,Eastern Cape,237
273050,KwaBomvana,Amahlathi,Eastern Cape,253
583031,KwaBoniswayo,Jozini,KwaZulu-Natal,186
290231,KwaBushula,Ngquza Hill,Eastern Cape,1939
598126,KwaCebe,Umzimkhulu,KwaZulu-Natal,760
599089,KwaCele,eThekwini,KwaZulu-Natal,2543
291024,KwaCibadi,Port St Johns,Eastern Cape,206
284416,KwaDabula,Engcobo,Eastern Cape,173
295258,KwaDane,Matatiele,Eastern Cape,977
580177,KwaDayeni,Nongoma,KwaZulu-Natal,1629
861007,KwaDela,Msukaligwa,Mpumalanga,3781
583032,KwaDinabanye,Jozini,KwaZulu-Natal,699
580091,KwaDlabe,Nongoma,KwaZulu-Natal,686
271494,KwaDlephu,Mnquma,Eastern Cape,141
284349,KwaDlomo B,Engcobo,Eastern Cape,237
590033,KwaDloziyana,Mthonjaneni,KwaZulu-Natal,335
292313,KwaDontsa,Nyandeni,Eastern Cape,485
282333,KwaDukatole,Intsika Yethu,Eastern Cape,116
598050,KwaDulathi,Umzimkhulu,KwaZulu-Natal,1037
560033,KwaDumisa,Vulamehlo,KwaZulu-Natal,1115
294092,KwaEntaba,King Sabata Dalindyebo,Eastern Cape,825
284152,KwaFane B,Engcobo,Eastern Cape,521
271443,KwaFihlani,Mnquma,Eastern Cape,853
271237,KwaGaba,Mnquma,Eastern Cape,309
282311,KwaGajaza,Intsika Yethu,Eastern Cape,78
271447,KwaGaqa,Mnquma,Eastern Cape,523
282103,KwaGcina,Intsika Yethu,Eastern Cape,573
283192,KwaGcine,Emalahleni,Eastern Cape,231
290208,KwaGcuda,Ngquza Hill,Eastern Cape,1533
578030,KwaGedlase,eDumbe,KwaZulu-Natal,966
271538,KwaGeza,Mnquma,Eastern Cape,92
581009,KwaGodlankomo,Ulundi,KwaZulu-Natal,0
273092,KwaGubevu,Amahlathi,Eastern Cape,1304
585007,KwaGula,Hlabisa,KwaZulu-Natal,1191
270650,KwaHadi,Mbhashe,Eastern Cape,270
282011,KwaHala,Intsika Yethu,Eastern Cape,300
585023,KwaHlabisa,Hlabisa,KwaZulu-Natal,1574
274092,KwaHoyi,Ngqushwa,Eastern Cape,260
292302,KwaJange,Nyandeni,Eastern Cape,435
583087,KwaJobe,Jozini,KwaZulu-Natal,7450
286143,KwaJozana,Elundini,Eastern Cape,113
297018,KwaK,Mbizana,Eastern Cape,212
271489,KwaKantolo,Mnquma,Eastern Cape,922
276018,KwaKayaletu,Nkonkobe,Eastern Cape,1060
270345,KwaKhawula B,Mbhashe,Eastern Cape,286
271226,KwaKhwatsha,Mnquma,Eastern Cape,249
271068,KwaKotana,Mnquma,Eastern Cape,566
982089,KwaKwalata,Mogalakwena,Limpopo,1761
599124,KwaLandeza,eThekwini,KwaZulu-Natal,1947
273020,KwaLantolo,Amahlathi,Eastern Cape,170
260074,KwaLini,Buffalo City,Eastern Cape,1696
598230,KwaLori,Umzimkhulu,KwaZulu-Natal,1465
292048,KwaLukuni,Nyandeni,Eastern Cape,753
295206,KwaLupindo,Matatiele,Eastern Cape,560
529021,KwaMabona,Abaqulusi,KwaZulu-Natal,1698
293199,KwaMadiba,Mhlontlo,Eastern Cape,452
274034,KwaMadliki,Ngqushwa,Eastern Cape,679
580064,KwaMaduma,Nongoma,KwaZulu-Natal,461
597004,KwaMagidigidi,Ubuhlebezwe,KwaZulu-Natal,1849
271350,KwaMagogo,Mnquma,Eastern Cape,233
590016,KwaMagwaza,Mthonjaneni,KwaZulu-Natal,2029
582006,KwaMahlungula,Umhlabuyalingana,KwaZulu-Natal,889
294102,KwaMakawula,King Sabata Dalindyebo,Eastern Cape,1254
580196,KwaMakhehla,Nongoma,KwaZulu-Natal,469
260051,KwaMamata,Buffalo City,Eastern Cape,887
876046,KwaMandulu,Nkomazi,Mpumalanga,8688
583053,KwaMangqwashu,Jozini,KwaZulu-Natal,1310
271407,KwaMantetyana,Mnquma,Eastern Cape,270
281051,KwaManzikrakra,Lukanji,Eastern Cape,125
503001,KwaMaqikizane,Umzumbe,KwaZulu-Natal,1272
270295,KwaMasentse,Mbhashe,Eastern Cape,181
292247,KwaMatati,Nyandeni,Eastern Cape,397
292261,KwaMathayi,Nyandeni,Eastern Cape,458
292327,KwaMatumbu,Nyandeni,Eastern Cape,373
274135,KwaMaxwayana,Ngqushwa,Eastern Cape,97
271562,KwaMazinyo,Mnquma,Eastern Cape,79
581114,KwaMbambo A,Ulundi,KwaZulu-Natal,395
284329,KwaMbekeni,Engcobo,Eastern Cape,491
295099,KwaMbobo,Matatiele,Eastern Cape,1489
295028,KwaMbombo,Matatiele,Eastern Cape,94
294120,KwaMbozwana,King Sabata Dalindyebo,Eastern Cape,503
292223,KwaMcapati,Nyandeni,Eastern Cape,407
276107,KwaMemela,Nkonkobe,Eastern Cape,339
575134,KwaMfeka A,Nqutu,KwaZulu-Natal,766
285018,KwaMgcodo 2,Sakhisizwe,Eastern Cape,461
270512,KwaMgojo,Mbhashe,Eastern Cape,888
295201,KwaMgubo,Matatiele,Eastern Cape,512
284302,KwaMhaga,Engcobo,Eastern Cape,275
871018,KwaMhlanga,Thembisile,Mpumalanga,7123
292230,KwaMhlongwana,Nyandeni,Eastern Cape,579
282175,KwaMhluzi,Intsika Yethu,Eastern Cape,548
294277,KwaMiya B,King Sabata Dalindyebo,Eastern Cape,674
271544,KwaMjo,Mnquma,Eastern Cape,678
573038,KwaMkhize,Imbabazane,KwaZulu-Natal,2670
260108,KwaMlakalaka,Buffalo City,Eastern Cape,1279
286013,KwaMleko,Elundini,Eastern Cape,320
271299,KwaMlisa,Mnquma,Eastern Cape,116
566024,KwaMncane,The Msunduzi,KwaZulu-Natal,10229
270438,KwaMnunu,Mbhashe,Eastern Cape,301
529015,KwaMnyathi,Abaqulusi,KwaZulu-Natal,1075
297296,KwaMpisi,Mbizana,Eastern Cape,144
276049,KwaMqayisa,Nkonkobe,Eastern Cape,221
284107,KwaMqokoqo,Engcobo,Eastern Cape,286
586032,KwaMsane,Mtubatuba,KwaZulu-Natal,21141
505005,KwaMshiwa,Ezingoleni,KwaZulu-Natal,1221
580113,KwaMsushwana,Nongoma,KwaZulu-Natal,668
586005,KwaMthole,Mtubatuba,KwaZulu-Natal,1926
282116,KwaMtshabe,Intsika Yethu,Eastern Cape,177
271389,KwaMvemve,Mnquma,Eastern Cape,206
292151,KwaMxhosa,Nyandeni,Eastern Cape,704
582011,KwaMzimba,Umhlabuyalingana,KwaZulu-Natal,2858
260067,KwaMzonkeshe,Buffalo City,Eastern Cape,875
580037,KwaNcongoma,Nongoma,KwaZulu-Natal,534
260009,KwaNdayi,Buffalo City,Eastern Cape,661
290280,KwaNdengane,Ngquza Hill,Eastern Cape,328
282152,KwaNdibaniso,Intsika Yethu,Eastern Cape,433
270187,KwaNditya A,Mbhashe,Eastern Cape,120
270091,KwaNdlambe,Mbhashe,Eastern Cape,298
284131,KwaNdobe,Engcobo,Eastern Cape,199
594010,KwaNdonyela,Ingwe,KwaZulu-Natal,341
290323,KwaNdovelana,Ngquza Hill,Eastern Cape,2
274077,KwaNdwanyana,Ngqushwa,Eastern Cape,706
270396,KwaNganda,Mbhashe,Eastern Cape,1137
593012,KwaNgcongangconga,Ndwedwe,KwaZulu-Natal,1168
529011,KwaNgenetsheni,Abaqulusi,KwaZulu-Natal,7741
276031,KwaNgodloza,Nkonkobe,Eastern Cape,169
297308,KwaNgutyana A,Mbizana,Eastern Cape,0
271090,KwaNgwazi,Mnquma,Eastern Cape,380
297389,KwaNikhwe,Mbizana,Eastern Cape,239
290033,KwaNjiyela,Ngquza Hill,Eastern Cape,18
575101,KwaNjoko B,Nqutu,KwaZulu-Natal,492
295092,KwaNkau,Matatiele,Eastern Cape,1160
293176,KwaNkese,Mhlontlo,Eastern Cape,508
571044,KwaNkosana,Okhahlamba,KwaZulu-Natal,813
580173,KwaNkulu,Nongoma,KwaZulu-Natal,763
299009,KwaNobuhle,Nelson Mandela Bay,Eastern Cape,107474
286205,KwaNogemani,Elundini,Eastern Cape,201
272033,KwaNokhala,Great Kei,Eastern Cape,553
594053,KwaNomandlovu,Ingwe,KwaZulu-Natal,1065
268008,KwaNomzamo,Kouga,Eastern Cape,8867
282055,KwaNongqongqwana,Intsika Yethu,Eastern Cape,997
583027,KwaNonjinjikazi,Jozini,KwaZulu-Natal,1927
564001,KwaNontshilwane,Mpofana,KwaZulu-Natal,1961
264006,KwaNonzwakazi,Makana,Eastern Cape,1940
582039,KwaNovunya,Umhlabuyalingana,KwaZulu-Natal,137
599078,KwaNqetho,eThekwini,KwaZulu-Natal,3977
582059,KwaNsukumbili,Umhlabuyalingana,KwaZulu-Natal,1264
284166,KwaNtaka,Engcobo,Eastern Cape,349
276074,KwaNtola,Nkonkobe,Eastern Cape,724
287029,KwaNtoyi,Senqu,Eastern Cape,387
294300,KwaNtshoma,King Sabata Dalindyebo,Eastern Cape,240
546072,KwaNtuli A,Maphumulo,KwaZulu-Natal,418
503022,KwaNtumeni,Umzumbe,KwaZulu-Natal,1017
271309,KwaNumanto,Mnquma,Eastern Cape,346
297140,KwaNyana,Mbizana,Eastern Cape,198
282308,KwaNyoka,Intsika Yethu,Eastern Cape,538
290294,KwaNyuswa,Ngquza Hill,Eastern Cape,1352
284117,KwaNzolo B,Engcobo,Eastern Cape,309
580190,KwaPangode,Nongoma,KwaZulu-Natal,159
270269,KwaPewula,Mbhashe,Eastern Cape,189
598187,KwaPile,Umzimkhulu,KwaZulu-Natal,226
286193,KwaQala,Elundini,Eastern Cape,281
260118,KwaQongqotha,Buffalo City,Eastern Cape,1425
585018,KwaQunwane,Hlabisa,KwaZulu-Natal,1775
294222,KwaRamcwana,King Sabata Dalindyebo,Eastern Cape,408
270463,KwaRasi,Mbhashe,Eastern Cape,197
287112,KwaRob,Senqu,Eastern Cape,149
594002,KwaSambane,Ingwe,KwaZulu-Natal,342
284142,KwaSese,Engcobo,Eastern Cape,151
271550,KwaSezela,Mnquma,Eastern Cape,288
580182,KwaSheleza,Nongoma,KwaZulu-Natal,682
582063,KwaShukela,Umhlabuyalingana,KwaZulu-Natal,0
270219,KwaSibonda,Mbhashe,Eastern Cape,189
282280,KwaSijula,Intsika Yethu,Eastern Cape,298
579031,KwaSilevu,UPhongolo,KwaZulu-Natal,432
281084,KwaSisilane,Lukanji,Eastern Cape,160
586012,KwaSithole,Mtubatuba,KwaZulu-Natal,2384
573019,KwaSobabili,Imbabazane,KwaZulu-Natal,2958
562032,KwaSokesimbone,uMshwathi,KwaZulu-Natal,4356
599074,KwaSondela,eThekwini,KwaZulu-Natal,7660
580094,KwaSoshamase,Nongoma,KwaZulu-Natal,1897
290063,KwaTawuka,Ngquza Hill,Eastern Cape,756
270229,KwaTenza B,Mbhashe,Eastern Cape,150
862002,KwaThandeka,Mkhondo,Mpumalanga,7289
270192,KwaThembu,Mbhashe,Eastern Cape,192
272035,KwaThuba,Great Kei,Eastern Cape,2278
575106,KwaThusi,Nqutu,KwaZulu-Natal,313
284430,KwaTshatshu A,Engcobo,Eastern Cape,367
271505,KwaTsotsi,Mnquma,Eastern Cape,626
276106,KwaTyutyuza,Nkonkobe,Eastern Cape,333
271423,KwaVika,Mnquma,Eastern Cape,140
575081,KwaVuma,Nqutu,KwaZulu-Natal,388
270427,KwaXaso,Mbhashe,Eastern Cape,144
284226,KwaXoxo,Engcobo,Eastern Cape,238
284113,KwaYawa,Engcobo,Eastern Cape,106
582050,KwaZamaZama,Umhlabuyalingana,KwaZulu-Natal,6006
271386,KwaZangwa,Mnquma,Eastern Cape,185
577030,KwaZiba,Umvoti,KwaZulu-Natal,5235
876028,KwaZibukwane,Nkomazi,Mpumalanga,5293
271412,KwaZingxala,Mnquma,Eastern Cape,1492
271483,KwaZithombe,Mnquma,Eastern Cape,110
590007,KwaZululiyaduma,Mthonjaneni,KwaZulu-Natal,655
588024,Kwabhadaza,Ntambanana,KwaZulu-Natal,384
292141,Kwachum,Nyandeni,Eastern Cape,671
291012,Kwagqweza,Port St Johns,Eastern Cape,162
291029,Kwajola,Port St Johns,Eastern Cape,1578
477007,Kwakwatsi,Ngwathe,Free State,12667
270616,Kwamdibaniso,Mbhashe,Eastern Cape,183
291004,Kwamlaza,Port St Johns,Eastern Cape,1670
291011,Kwandayini,Port St Johns,Eastern Cape,775
271560,Kwane,Mnquma,Eastern Cape,176
179008,Kwanokuthula,Bitou,Western Cape,14016
291005,Kwaphephu,Port St Johns,Eastern Cape,653
661001,Kwarriekraal,Madibeng,North West,1115
580045,Kwatweyisa,Nongoma,KwaZulu-Natal,736
542007,Kwazondi,Nkandla,KwaZulu-Natal,328
294240,KweSikhulu,King Sabata Dalindyebo,Eastern Cape,466
286021,Kwebung,Elundini,Eastern Cape,210
260090,Kwelera,Buffalo City,Eastern Cape,82
597017,Kweletsheni,Ubuhlebezwe,KwaZulu-Natal,2077
272018,Kwenxura,Great Kei,Eastern Cape,181
260054,Kwetyana,Buffalo City,Eastern Cape,5863
276045,Kwezana A,Nkonkobe,Eastern Cape,298
287133,Kwezinaledi,Senqu,Eastern Cape,2581
167014,La Colline,Stellenbosch,Western Cape,1497
974118,Laaste Hoop,Polokwane,Limpopo,532
283130,Lady Frere,Emalahleni,Eastern Cape,2510
514018,Ladysmith,Emnambithi/Ladysmith,KwaZulu-Natal,64855
282168,Lahlangubo,Intsika Yethu,Eastern Cape,615
583023,Lake View,Jozini,KwaZulu-Natal,3905
282092,Laleni,Intsika Yethu,Eastern Cape,30
276117,Lalini B,Nkonkobe,Eastern Cape,280
966012,Lambani,Thulamela,Limpopo,2733
379007,Lambrechtsdrif,//Khara Hais,Northern Cape,817
284098,Lancede,Engcobo,Eastern Cape,190
877066,Landela B,Bushbuckridge,Mpumalanga,1080
292035,Langakazi,Nyandeni,Eastern Cape,85
581051,Langakazi B,Ulundi,KwaZulu-Natal,345
285088,Langanci,Sakhisizwe,Eastern Cape,366
163007,Langebaanweg,Saldanha Bay,Western Cape,952
581137,Langfontein,Ulundi,KwaZulu-Natal,932
167008,Languedoc,Stellenbosch,Western Cape,4289
283084,Lapesini A,Emalahleni,Eastern Cape,224
576081,Latha,Msinga,KwaZulu-Natal,2338
798038,Lawley,City of Johannesburg,Gauteng,33136
866001,Leandra,Govan Mbeki,Mpumalanga,2023
987130,Lebalelo,Greater Tubatse,Limpopo,1258
987048,Leboeng,Greater Tubatse,Limpopo,4595
876005,Lebombo,Nkomazi,Mpumalanga,174
976042,Lebowakgomo,Lepele-Nkumpi,Limpopo,35087
986014,Ledingwe,Fetakgomo,Limpopo,345
674016,Leeublaar,Kagisano/Molopo,North West,153
974105,Leeukuil,Polokwane,Limpopo,1482
962073,Lefara,Greater Tzaneen,Limpopo,1004
872002,Lefiswane,Dr JS Moroka,Mpumalanga,4847
874020,Legogote,Mbombela,Mpumalanga,6207
661008,Legonyane,Madibeng,North West,1739
987062,Lehabeng,Greater Tubatse,Limpopo,126
986110,Lehlabile,Fetakgomo,Limpopo,256
961085,Lehlareng,Greater Letaba,Limpopo,1707
669030,Lehurutshe,Ramotshere Moiloa,North West,6888
472071,Lejwaneng,Maluti a Phofung,Free State,1472
295115,Lekgalong,Matatiele,Eastern Cape,392
669003,Lekgophung,Ramotshere Moiloa,North West,712
986009,Lekgwareng A,Fetakgomo,Limpopo,841
295209,Lekhalaneng,Matatiele,Eastern Cape,64
969122,Lekiting,Blouberg,Limpopo,232
662041,Lekojaneng,Rustenburg,North West,166
669025,Lekubung,Ramotshere Moiloa,North West,6239
864003,Lekwa NU,Lekwa,Mpumalanga,20901
365008,Leliefontein,Kamiesberg,Northern Cape,616
798028,Lenasia,City of Johannesburg,Gauteng,89714
270394,Lencani,Mbhashe,Eastern Cape,634
976073,Lenting,Lepele-Nkumpi,Limpopo,2590
765006,Lenz,Westonaria,Gauteng,395
667024,Leopard,Mafikeng,North West,415
365017,Lepelsfontein,Kamiesberg,Northern Cape,233
461019,Lephoi,Kopanong,Free State,4397
871017,Leratong,Thembisile,Mpumalanga,14032
873001,Leroro,Thaba Chweu,Mpumalanga,4165
978020,Lerupurung,Lephalale,Limpopo,0
980001,Leseding,Modimolle,Limpopo,12499
986036,Lesetse,Fetakgomo,Limpopo,1020
524007,Leslie,Newcastle,KwaZulu-Natal,5621
982101,Lesodi Mmotlana,Mogalakwena,Limpopo,2264
983021,Letebejane,Ephraim Mogale,Limpopo,1503
360036,Letlhakajaneng,Joe Morolong,Northern Cape,1065
661021,Letlhakaneng,Madibeng,North West,3472
978018,Letlora,Lephalale,Limpopo,1400
460004,Letsemeng NU,Letsemeng,Free State,6461
962057,Letsitele,Greater Tzaneen,Limpopo,406
274103,Lewuswood,Ngqushwa,Eastern Cape,256
668011,Lichtenburg,Ditsobotla,North West,26338
295131,Likamoreng,Matatiele,Eastern Cape,936
877111,Lillydale,Bushbuckridge,Mpumalanga,6799
382004,Lime Acres,Kgatelopele,Northern Cape,4408
676010,Lindequesdrif,Tlokwe City Council,North West,1147
471007,Lindley,Nketoana,Free State,1010
277006,Lingelethu,Nxuba,Eastern Cape,6065
873014,Lisbon,Thaba Chweu,Mpumalanga,67
974129,Lithupaneng,Polokwane,Limpopo,1980
297252,Lityeni,Mbizana,Eastern Cape,1000
592014,Lloyd,KwaDukuza,KwaZulu-Natal,7603
872022,Loding,Dr JS Moroka,Mpumalanga,4363
366003,Loeriesfontein,Hantam,Northern Cape,2744
360101,Logaganeng,Joe Morolong,Northern Cape,520
667019,Lokaleng,Mafikeng,North West,2661
298019,Lokhwe,Ntabankulu,Eastern Cape,581
276149,Lolini,Nkonkobe,Eastern Cape,515
667083,Lombaardslaagte,Mafikeng,North West,796
361027,Longaneng,Ga-Segonyana,Northern Cape,0
499014,Longridge,Mangaung,Free State,42
361011,Lophala-phala,Ga-Segonyana,Northern Cape,17
672062,Losasaneng,Greater Taung,North West,1484
529039,Loss,Abaqulusi,KwaZulu-Natal,1823
861005,Lothair,Msukaligwa,Mpumalanga,6099
667064,Lotlhogori,Mafikeng,North West,824
876024,Louieville,Nkomazi,Mpumalanga,1364
269003,Louterwater,Kou-Kamma,Eastern Cape,4829
260128,Lovedale SP,Buffalo City,Eastern Cape,81
282334,Lower Cardiff,Intsika Yethu,Eastern Cape,409
281050,Lower Didimana,Lukanji,Eastern Cape,1288
292239,Lower Godini,Nyandeni,Eastern Cape,472
290155,Lower Gwadu,Ngquza Hill,Eastern Cape,0
276028,Lower Hopefield,Nkonkobe,Eastern Cape,527
287084,Lower Joveleni,Senqu,Eastern Cape,363
672052,Lower Majeakgoro,Greater Taung,North West,5076
270473,Lower Mbhangcolo,Mbhashe,Eastern Cape,481
274111,Lower Mgwalana,Ngqushwa,Eastern Cape,587
282018,Lower Mtingwevu,Intsika Yethu,Eastern Cape,340
